source	time	person	location	organization	miscellaneous
emptywheel	2013-07-09T00:00:00	osamaQ|shakeel afridiQ|pashaQ|maryamQ|patekQ|both marcyQ|umar patek	pakistanQ|abbottabad	isiQ| pacerQ|oblQ|home secretary of ξ kyhber pakhunkhwa provinceQ|ciaQ|abbottabad commissionQ|al jazeera	indonesianQ|english
emptywheel	2013-07-08T00:00:00	judge jeffrey whiteQ|vaughn walkerQ|judge vaughn walkerQ|f. suppQ|jeff whiteQ|plaintiffsQ|judge whiteQ|see reynoldsQ|whiteQ|n.d. calQ|see totten	jewelQ|cand	jewel and shubertQ|shubert v. obamaQ|court grantsQ|executive branchQ|[ terrorist surveillance program ]Q|shubert plaintiffs'Q|fisaQ|obama and holder department of justiceQ|at & t corp.Q|attorney generalQ|northern california districtQ|the courtQ|defendantsQ|jewel v. national security agencyQ|telecommunication records litigQ|court reservesQ|court grants defendantsQ|fourth and first amendmentsQ|jewel plaintiffs'Q|supreme courtQ|national security agency telecommunications records litigationQ|fourth amendmentQ|stored communication act and wiretap act	u.s.c.Q|al-haramainQ|circuit
emptywheel	2013-07-08T00:00:00	justice breyerQ|jonesQ|s. ct.Q|scaliaQ|wash. postQ|hidden worldQ|amnesty intQ|kingQ|breyerQ|j.Q|sotomayor	snowden'sQ|marylandQ|usa	imoQ|justiceQ|nsaQ|priest & arkinQ|government'sQ|growing beyond controlQ|executive branchQ|scotusQ|supreme courtQ|justicesQ|electronic privacy information centerQ|epicQ|governmentQ|the court	dna
emptywheel	2013-07-08T00:00:00	kesslerQ|judge gladys kesslerQ|wash. postQ|barack obama	guantanamo bayQ|gitmoQ|ramadan	each state partyQ|army and navyQ|convention against tortureQ|dc district courtQ|national security ( full transcript	application
emptywheel	2013-07-08T00:00:00	viktor boutQ|edward snowden	hong kongQ|irelandQ|hawaii	judge mac eochaidhQ|irish high court	irish
emptywheel	2013-07-08T00:00:00	mohammedQ|omar suleimanQ|george w. bushQ|john brennanQ|stewart bakerQ|sharif kouddousQ|brennanQ|james lewisQ|edward snowden	germanyQ|egyptQ|saudi arabiaQ|middle east	nsaQ|the postQ|sigintQ|al qaedaQ|world wide webQ|ciaQ|president's daily briefQ|signals intelligence directorateQ|democracy nowQ|arab springQ|homeland security departmentQ|center for strategic and international studiesQ|prism	internetQ|ct
emptywheel	2013-07-08T00:00:00	john allenQ|karzaiQ|kandahariQ|allenQ|manan farahiQ|karimiQ|zakaria kandahariQ|hamid karzaiQ|sher mohammad karimiQ|john r. allen	kandaharQ|afghanistan	washington postQ|special forcesQ|timesQ|nerkh district of maidan wardak provinceQ|ciaQ|national directorate of securityQ|defense ministryQ|american special forcesQ|new york timesQ|isafQ|us special forcesQ|nato	nerkhQ|afghan
emptywheel	2013-07-07T00:00:00	keith alexanderQ|dianne feinsteinQ|khalid ouazzanQ|david simonQ|david headleyQ|alexanderQ|ron wydenQ|mark udallQ|louis naymanQ|headleyQ|naymanQ|simonQ|najibullah zazi	iranQ|prism	american federation of teachersQ|nsaQ|hboQ|new york stock exchangeQ|business recordsQ|national securityQ|aftQ|swift ξQ|new york cityQ|republican guard	boston marathonQ|indiansQ|senatorsQ|colombianQ|section
emptywheel	2013-07-05T00:00:00	abu farajQ|padillaQ|jack cloonanQ|comeyQ|jim comeyQ|muellerQ|robert muellerQ|jose padillaQ|mike rogers	charlestonQ|south carolina	fbiQ|fbi agentsQ|senate intelligence committeeQ|senate judiciary committeeQ|southern district of nyQ|office of legal counsel	osama
emptywheel	2013-07-05T00:00:00	evo moralesQ|daniel ortegaQ|dilma rousseffQ|nicolas maduroQ|ricardo patinoQ|moralesQ|sergei ryabkovQ|patinoQ|mr garcia-margallo	quitoQ|europeQ|ecuadorQ|canary islandsQ|cochabambaQ|nicaraguaQ|argentinaQ|brazilQ|englandQ|surinameQ|venezuelaQ|russiaQ|londonQ|sheremetyevoQ|boliviaQ|uruguayQ|austria	sigintQ|la pazQ|nato	russiansQ|europeanQ|spanishQ|spaniardsQ|austrianQ|south americanQ|brazilianQ|bolivian
