source	time	person	location	organization	miscellaneous
emptywheel	2011-03-18T00:00:00	martin luther kingQ|paul yanduraQ|magistrateQ|judgeQ|don'Q|judge facciolaQ|john m. facciolaQ|s dayQ|mark goldstone	birminghamQ|courtroom	federal magistrate judgeQ|shuttlesworth v. birminghamQ|federal court houseQ|doj	dadt
emptywheel	2011-03-17T00:00:00	cowenQ|patrick' dayQ|offalyQ|adam serwerQ|brian cowenQ|winston churchillQ|barack obama	irelandQ|moneygallQ|dublinQ|new york	big ignorant fuckersQ|guinnessQ|biffoQ|irish american heritage monthQ|white house honey aleQ|irish republican army	britishQ|un-americanQ|britsQ|irish
emptywheel	2011-03-16T00:00:00	josh roginQ|jim whiteQ|roginQ|davisQ|raymond davisQ|wolf blitzer	pakistanQ|egypt	the cableQ|asif zardariQ|ciaQ|nytQ|punjab province	shariaQ|pakistanisQ|pakistani
emptywheel	2011-03-15T00:00:00	legal mailQ|mailQ|kamal derwishQ|khalid sheikh mohammedQ|abu zubaydahQ|john adamsQ|rahim al-nashiriQ|kirk lippoldQ|abu ali	gtmoQ|tsQ|yemen	dc district courtQ|privilege teamQ|u.s. governmentQ|ciaQ|ts / sciQ|uss coleQ|gitmoQ|high value detaineeQ|chief defense counselQ|dc district	cole
emptywheel	2011-03-14T00:00:00	turki bin nasirQ|robert wardleQ|sultanQ|lord goldsmithQ|jo kuenssbergQ|helen garlickQ|prince bandarQ|wardleQ|bandarQ|garlickQ|tony blair	ukQ|u.k.Q|londonQ|australiaQ|switzerlandQ|franceQ|telegraphQ|saudi arabia	wgbQ|mod policeQ|working groupQ|baeQ|u.k. garlickQ|oecdQ|mutual legal assistanceQ|sfo deputy directorQ|attorney generalQ|air forceQ|articleQ|apQ|shawcross exerciseQ|serious fraud officeQ|sfoQ|agQ|sfo director	swissQ|saudisQ|britishQ|al-yamamahQ|guardianQ|saudiQ|britsQ|french
emptywheel	2011-03-13T00:00:00	city hallQ|burgeQ| continueQ|richard mQ|s dayQ|bill daleyQ|another daleyQ|jon burgeQ|richard brzeczekQ|daleyQ|pat quinnQ|crowleyQ|dayQ|mayor daleyQ|bill's	indianaQ|illinoisQ|south chicagoQ|dublinQ|chicagoQ|st. patrick	state departmentQ|chicago police departmentQ|pj crowleyQ|abc newsQ|mayorQ|athenae'sQ|cook countyQ|state's attorney	irishQ|st. paddyQ|athenae
emptywheel	2011-03-13T00:00:00	lisa derrickQ|marcy wheelerQ|teddy partridgeQ|jane hamsherQ|firedoglake	emptywheelQ|fdlQ|la figaQ|book salonQ|fdl action	fdl main	continue
emptywheel	2011-03-12T00:00:00	bill kellerQ|julian assangeQ|assangeQ|keller	turkey	erdoganQ|first amendmentQ|timesQ|gray ladyQ|nytQ|no wayQ|wikileaksQ|new york timesQ|us department of justiceQ|doj	democracy
emptywheel	2011-03-11T00:00:00	birgitta jonsdottirQ|jacob appelbaumQ|gonggrijpQ|judge theresa buchananQ|jonsdottirQ|motionQ|appelbaumQ|rop gonggrijp	twitter	virginia district courtQ|orderQ|edva courtQ|twitter orderQ|motion for clarificationQ|deniedQ| twitter orderQ|wikileaksQ|united states department of justice	eastern districtQ|stored communications act
emptywheel	2011-03-11T00:00:00	josh roginQ|manningQ|bradley manningQ|julian assangeQ|jake tapperQ|ethan zuckermanQ|crowley	al-jazeeraQ|israelQ|chiefQ|egypt	palestine papersQ| godQ|pentagonQ|coca colaQ|the cableQ|googleQ|department of defenseQ|palestianian authorityQ|wikileaksQ|state department spokesperson pj crowley	israelisQ|palestiniansQ|dod
emptywheel	2011-03-11T00:00:00	lichtblauQ|risenQ|eric lichtblauQ|clapperQ|james risenQ|kadhafiQ|lindsey grahamQ|dan dreznerQ|colonel qaddafi	libyaQ|europeQ|tripoli	qaddafiQ|national intelligence james clapperQ|libyan central bankQ|al qaeda	europeanQ|africanQ|libyanQ|westernQ|west
emptywheel	2011-03-11T00:00:00	manningQ|bradley manningQ|p.j. crowleyQ|crowley	centerQ|bostonQ|charles riverQ|mit	state departmentQ|future civic mediaQ|department of defense'Q|wikileaks	middle easternQ|arabQ|twittersphereQ|administration
emptywheel	2011-03-10T00:00:00	manningQ|bradley manningQ|abu zubaydahQ|poi statusQ|averhartQ|msg papakieQ|jane mayerQ|zubaydahQ|james averhart	injuryQ| aye	poiQ|maximum custodyQ|brig psychiatristQ|pcf commanderQ|articleQ|ciaQ|brig operations officerQ|standard operating procedures	suicide risk statusQ|brig
emptywheel	2011-03-10T00:00:00	yung jediQ|peter kingQ|mohammed salman hamdaniQ|abdirizak bihiQ|sheila jackson leeQ|keith ellisonQ|kingQ|jackson leeQ|hamdani	queensQ|world trade centerQ|baysideQ|new york cityQ|handel	muslimQ|united flightQ|muac hearingQ|hondaQ|the new york timesQ|star warsQ|rockefeller universityQ|american flight	all-americanQ|islamicQ|muslim americans
emptywheel	2011-03-10T00:00:00	scott blochQ|judge robinsonQ| fedQ|bloch	circuitQ|reply	e. barrett prettyman federal courthouseQ|ruleQ|bush / cheney administration specialQ|obama dojQ|executive branchQ|defendantQ|doj	emptywheel
emptywheel	2011-03-09T00:00:00	todd hinnenQ|khalid ali-m aldawsariQ|lone wolf	texas	fbiQ|national security divisionQ|fine	saudi
emptywheel	2011-03-09T00:00:00	niall odowdQ|parkerQ|peter kingQ|peterQ|odowdQ|tom parkerQ|king	londonQ|queensQ|northern irelandQ|new york	 muslimsQ|homeland securityQ|committeeQ|king's mccarthyite anti-muslimQ|amnesty internationalQ|al qaedaQ|homeland security committeeQ|web	muslimQ|i.r.a.Q|catholicQ|britishQ|islamicQ|irish
emptywheel	2011-03-08T00:00:00	manningQ|bradley manningQ|agustin solivanQ|lady gagaQ|lamo	ainQ|iraqQ|cd	u.s. strategic commandQ|defense departmentQ|dodQ|usbQ|wikileaks	anonymousQ|quantico
emptywheel	2011-03-08T00:00:00	mohamedou ould slahiQ|gude	qaedaQ|afghanistanQ|yemen	obama's executive orderQ|periodic review boardsQ|guantanamo bayQ|gitmo task forceQ|eoQ|al-qaedaQ|hezb-e-islami gulbuddinQ|aumf	yemenisQ|wapoQ|russiansQ|yemeniQ|administration
emptywheel	2011-03-08T00:00:00	homeland securityQ|daphne eviatarQ|hamidullah kahn	defenseQ|bagramQ|guantanamo bayQ|afghanistanQ|stateQ|gitmo	justiceQ|detainee review boardsQ|obama administrationQ|detainee review boardQ|cjcs' i.e.Q|secretary of homeland securityQ|odniQ|parwan justice centerQ|executive branchQ|obama's executive orderQ|state departmentsQ|periodic review boardsQ|prbQ|arbQ|administrative review boards of bushQ|principals committeeQ|guantanamoQ|eoQ|agQ|dni	iraqis
emptywheel	2011-03-07T00:00:00	executive orderQ|sorry billQ|jamie dimonQ|dick fuld	cayman islandsQ|guantanamo	obama's eoQ|eo	aumf
emptywheel	2011-03-07T00:00:00	david krisQ|public law	guantanamo bayQ|u.s. naval stationQ|afghanistanQ|cuba	guantanamoQ|authorization for use of military forceQ| dark sideQ|military detention regimeQ|military commissionsQ|new and improved military detention regimeQ|article iii courts	yemeniQ|administrationQ|constitution
emptywheel	2011-03-07T00:00:00	vaughn walkerQ|eganQ| letQ|nixonQ|walkerQ|judge walker	milwaukeeQ|illinoisQ|reynoldsQ|wagQ|usa	article iiQ|bush and obama administrationsQ|navy v. eganQ|white paperQ|propQ|when congressQ|navyQ|executive branchQ|imperial countyQ|fisa	executiveQ|fisa amendments actQ|al-haramain
emptywheel	2011-03-07T00:00:00	john mccainQ|leo gerardQ|wintekQ|christiane amanpour	suzhouQ|china	steelworkers	chinese
emptywheel	2011-03-05T00:00:00	adrian lamoQ|manningQ|years eveQ|bradley manningQ|julian assangeQ|assangeQ|lamoQ|note	bostonQ|afghanistanQ|baghdadQ|iraq	collateral murderQ|manning'Q|northern europe diplomatic security teamQ| manningQ|secret internet protocol router networkQ|wikileaksQ|the state departmentQ|state departmentQ|dodQ|diplomatic securityQ|defense intelligence	reykjavikQ|afghanQ|garaniQ|gharaniQ|rejkjavik-13Q|rejkjavik
emptywheel	2011-03-04T00:00:00	manningQ|bradley manningQ|charlie savage	abu ghraib	quanticoQ|halls of montezuma	marinesQ|marine hymn
emptywheel	2011-03-04T00:00:00	manningQ|bradley manningQ|john mchughQ|robert gatesQ|kucinichQ|dennis kucinichQ|gatesQ|mchugh	armyQ|quanticoQ|abu ghraibQ|gitmo	poiQ|assistant secretary of defense for legislative affairsQ|mcbq pretrial confinement facilityQ|yet dodQ|department of navyQ|dodQ|army field manual	max
emptywheel	2011-03-04T00:00:00	steinQ|bill speaksQ|speaksQ|sparksQ|jeff stein	macdillQ|centcomQ|web	af special access programsQ|spytalkQ|air forceQ|persona management softwareQ|centcom'sQ|rsQ|u.s. central commandQ|our cyberwarQ|persona	cyberwarQ|wing
emptywheel	2011-03-03T00:00:00	manningQ|kevin jon hellerQ|bradley manningQ|via glenzillaQ|glennQ|david finkelQ|hellerQ|charge ii	afghanistanQ|wikileaks.org webQ|webQ|iraq	washington postQ|army counterintelligence reportQ|opsecQ|ngicQ|articleQ|nfQ|wikileaks.orgQ|us armyQ|wikileaksQ|cnn	internet
emptywheel	2011-03-02T00:00:00	joe liebermanQ|bradley manningQ|julian assangeQ|hosni mubarakQ|joe bidenQ|muammar qadaffiQ|sarah palinQ|daniel ellsbergQ|manningQ|ellsbergQ|el paisQ|floyd abramsQ|javier moreno	iranQ|switzerlandQ|vietnamQ|iraqQ|middle east	state departmentQ|pentagon papersQ|reutersQ|nytQ|administration'sQ|wikileaks	collateral murderQ|middle easternQ|saudisQ|afghanQ|stateQ|westernQ|iraqis
emptywheel	2011-03-02T00:00:00	john boehnerQ|kurt bardellaQ|allenQ|leibovichQ|shermanQ|lizzaQ|issaQ|john harrisQ|mark leibovichQ|jake shermanQ| heyQ|mike allenQ|ryan lizzaQ|darrell issaQ|bardella	california	fannie maeQ|oversight committeeQ|freddie macQ|obama administrationQ|nytQ|capitolQ|politico	countrywide vip
emptywheel	2011-03-02T00:00:00	keith urbahnQ|rummyQ|creighton abramsQ|ricksQ|donald rumsfeldQ|bob woodwardQ|h.r. haldemanQ|rumsfeldQ|urbahnQ|woodwardQ|tom ricks	vietnam	washington postQ|fiascoQ|unknown	libby
emptywheel	2011-03-01T00:00:00	scottQ|see blochQ|judge deborah robinsonQ|monica goodlingQ|scott blochQ|marcy wheelerQ|alberto gonzalesQ|darrell issaQ|deborah robinsonQ|blochQ|john yoo	reconsider	oversight committeeQ|house oversight committeeQ|congressionalQ|the department of justiceQ|columbia district courtQ|userraQ|bush / cheney administrationQ|chairman and ranking memberQ|u.s. office of special counselQ|executive branchQ|executive branch'Q|federal magistrate judgeQ|united states office of special counselQ|whistleblower protection actQ|governments motion to withdraw its motion to reconsider the court's februaryQ|oscQ|uniformed services employment & reemployment rights actQ|civil service reform actQ|hatch actQ|motionQ|dojQ|obama department of justice	continue
emptywheel	2011-03-01T00:00:00	sergey aleynikovQ|steven chabinskyQ|bloombergQ|phil wallisch	fedQ|sacramentoQ|aurora	fbiQ|atmQ|morgan stanleyQ|google inc.Q|hbgaryQ|hbgary inc.Q|hb garyQ|goldman sachsQ|operation auroraQ|goldman	china-basedQ|california-basedQ|chinese-based
emptywheel	2011-02-28T00:00:00	davisQ|arthur brisbaneQ|rana sanaullahQ|raymond davis	pakistanQ|islamabad	state departmentQ|nyt'sQ|the nationQ|guardianQ|ciaQ|nytQ|guardian'sQ|the guardian	pakistanisQ|punjabQ|anti-american
emptywheel	2011-02-28T00:00:00	manningQ|bradley manningQ|lamo	iraqQ|middle east	pm malikiQ|iraqi federal police	fps
emptywheel	2011-02-27T00:00:00	p.j. crowleyQ|davisQ|bill kellerQ|arthur brisbaneQ|bob woodwardQ|brisbaneQ|raymond davisQ|crowleyQ|woodwardQ|keller	pakistanQ|lahoreQ|iraq	state departmentQ|pj crowleyQ|the timesQ|ciaQ|nytQ|the washington postQ|obama's wars	pakistaniQ|english
emptywheel	2011-02-27T00:00:00	barryQ|cowenQ|gerry adamsQ|enda kennyQ|brian cowenQ|brian lenihan	irelandQ|dublin	fianna f��il'sQ|ffQ|and laois-offalyQ|fine gaelQ|irish timesQ|sinn f��inQ|green partyQ|fianna f��il	republicQ|irish
emptywheel	2011-02-25T00:00:00	risenQ|jane kirtleyQ|sterling'sQ|james risenQ|kirtleyQ|josh gersteinQ|ellen nakashima	doj	olcQ|cauQ|communications analysis unitQ|justice departmentQ|university of minnesotaQ|fbiQ|oigQ|special agentQ|attorney generalQ|igQ|ausaQ|assistant attorney generalQ|department's office of legal counselQ|doj inspector general report	attorney general'sQ|criminal divisionQ|nyt
emptywheel	2011-02-25T00:00:00	lahcen ikassrienQ|geoffrey millerQ|ikassrienQ|john yoo	guantanamoQ|guantanamo bayQ|guantanamoQ|gitmoQ|spainQ|cuba	high courtQ|constitutional rightsQ|the centerQ|center for constitutional rightsQ|national courtQ|wikileaksQ|doj	spanishQ|moroccan
emptywheel	2011-02-25T00:00:00	sterlingQ|risenQ|james risenQ|nobleQ|josh gersteinQ|jeffrey sterling	viennaQ|virginiaQ|warQ|borders	authorQ|equifaxQ|communistQ|see internal security actQ|state of warQ|transunionQ|merlinQ|experian'Q|patriot actQ|barnesQ|bush doj	u.s.c.Q|eastern district
emptywheel	2011-02-24T00:00:00	josh roginQ|jim whiteQ|roginQ|davisQ|karamatQ|olsonQ|polk awardQ|generalsQ|mattisQ|raymond davisQ|carl levinQ|william caldwellQ|jack reedQ|admiral mullenQ|jehangir karamatQ|michael hastingsQ|stanley mcchrystalQ|john mccainQ|al frankenQ|generals petraeusQ|dana priest	pakistanQ|omanQ|afghanistan	isiQ|pakistani inter-services intelligenceQ|ciaQ|centcomQ|socom	us-pakistan linksQ|pakistanisQ|missionQ|pakistaniQ|pakistani-americanQ|afghan
emptywheel	2011-02-24T00:00:00	michael orndoffQ|chesneyQ|george w bushQ|mohamudQ|zaziQ|aldawsariQ|najibullah zaziQ|mohamed osman mohamudQ|robert chesney	greensboroQ|dallasQ|lubbock	fbiQ|lubbock policeQ|iedQ|khalid ali-m aldawsariQ|con-wayQ|aldawsari'sQ|lone wolfQ|patriot actQ|internetQ|con-way freightQ|lubbock police departmentQ|wmd	saudi
emptywheel	2011-02-23T00:00:00	davisQ|jeremy scahillQ|raymond davisQ|raymond davises	pakistanQ|vietnamQ|united arab emiratesQ|britain	isiQ|daily beastQ|apQ|cia	pakistanisQ|embassyQ|pakistaniQ|pakistani embassyQ|western
emptywheel	2011-02-23T00:00:00	john boehnerQ|judge joseph louis tauroQ|tauroQ|marcy wheelerQ|mirko ilicQ|marc ambinder	windsorQ|massachusettsQ|gill	office of personnel management and commonwealthQ|obama administrationQ|pedersen v. office of personnel managementQ|justice departmentQ|ξ attorney general'sQ|united states department of health and human servicesQ|sectionQ|u.s. court of appealsQ|u.s. district courtQ|appeals courtQ|attorney general holderQ|liberty & justiceQ|marriage act	circuitQ|administration
emptywheel	2011-02-23T00:00:00	zelayaQ|daniel ortegaQ|mariah careyQ|st. bartsQ|mutassim al-qadhafiQ|manuel zelaya	libyaQ|scotlandQ|taiwanQ|enquirerQ|honduras	new year's dayQ|state departmentQ|qaddafiQ|chamber'sQ|usherQ|nytQ|american chambers of commerceQ|wikileaksQ|lautenberg amendmentQ|chamber	libyanQ|embassyQ|american-affiliatedQ|defense authorizationQ|dead treeQ|westQ|libyans
emptywheel	2011-02-22T00:00:00	novakQ|plameQ|davisQ|aldrich amesQ|jenningsQ|michael calderoneQ|robert gatesQ|valerie plameQ|raymond davisQ|bob novakQ|glennQ|calderone	isiQ|pakistanQ|afghanistan	brewsterQ|talibanQ|al qaedaQ|ciaQ|wikileaks	pakistani
emptywheel	2011-02-21T00:00:00	dick cheneyQ|patrick tylerQ|condi riceQ|john walker lindhQ|colin powellQ|andrew cardQ|jim haynes	bumillerQ|sangerQ|afghanistanQ|vice presidentQ|iraqQ|defiance	decade of deceptionQ|rummyQ|chief of staffQ|national security advisorQ|secretary of defenseQ|rosalind	vp
emptywheel	2011-02-21T00:00:00	davisQ|raymond davis	pakistanQ|germanyQ|iraq	state departmentQ|consular relationsQ|articleQ|vienna conventionsQ|vienna conventionQ|our state departmentQ|us mission / embassy	pakistanisQ|german
emptywheel	2011-02-21T00:00:00	davisQ|raymond davisQ|blackwater	pakistanQ|lahoreQ|c.i.a.Q|blackwater worldwideQ|peshawar	jsocQ|central intelligence agency's global response serviceQ|pentagon's joint special operations commandQ|ciaQ|glockQ|central intelligence agencyQ|hyperion protective servicesQ|new york times	pakistanisQ|pakistaniQ|guardianQ|anglo-american
emptywheel	2011-02-20T00:00:00	davisQ|raymond davisQ|fb aliQ|kerryQ|pat langQ|barack obamaQ|john kerry	pakistanQ|viennaQ|lahoreQ|islamabad	abc newsQ|ciaQ|guardian's	pakistanisQ|pakistaniQ|guardian
emptywheel	2011-02-19T00:00:00	nicholas shaxsonQ|yves smithQ|shaxsonQ|mubarakQ|mugabeQ|treasure islandsQ|hosni mubarak	ukQ|europeQ|switzerlandQ|egypt	goeQ|former western allies dragging feetQ|usgQ|mubarak's'Q|swiss locate funds linkedQ|treasury departmentQ|mubarak's millionsQ|new york times	world war iiQ|swissQ|europeanQ|britishQ|zimbabweanQ|westernQ|mubaraksQ|egyptians
emptywheel	2011-02-18T00:00:00	past chairmanQ|william bakerQ|elliott richardsonQ|gale mcgeeQ|donald rumsfeldQ|melvin lairdQ|douglas dillonQ|george bushQ|jack goldsmithQ|poppyQ|robert galvinQ|doleQ|harold brownQ|russ bakerQ|j. edgar hooverQ|stanley resorQ|goldsmithQ|bob doleQ|william colbyQ|fordQ|john fosterQ|lawyer	rummyQ|cubaQ|china	defenseQ|appropriations and armed services committeesQ|appropriations committeesQ|defense research and engineeringQ|ciaQ|wwii serviceQ|mutual and balanced force reductionsQ|foreign relationsQ|central intelligence agency'Q|unQ|council on foreign relationsQ|presidential foreign intelligence advisory boardQ|where rummyQ|ambassadorQ|rncQ|nroQ|bay of pigsQ|robertQ|rockefeller committee	world war iiQ|u.s. senatorQ|zapata oilQ|cold warQ|kennedy
emptywheel	2011-02-17T00:00:00	arthur conan doyleQ|william ockhamQ|sherlock holmes	kazakhstanQ|russiaQ|vistaQ|belarus	jmicronQ|as symantecQ|stuxnetQ|realtekQ|verisignQ|jmicron technologyQ|silver blazeQ|realtek semiconductorQ|microsoft windows	windowsQ|trojan
emptywheel	2011-02-17T00:00:00	hicham semmamlQ|muellerQ|robert muellerQ|john kylQ|zaziQ| grossQ|najibullah zazi	pakistanQ|abcQ|auroraQ|denverQ|ny	fbiQ|[ sectionQ|senate intelligence committeeQ|federal governmentQ|fedexQ|ion sensitive scalp developerQ|federal bureau of investigationQ|patriot actQ|sectionQ|patriot	muslimQ|moroccan-bornQ|zazi's
emptywheel	2011-02-16T00:00:00	guy filippelliQ|berico technologiesQ|themisQ|fixQ|analyze'Q|themis'Q|deputy directorQ|themis'	finishQ| findQ|baghdadQ|palantirQ|exploit	special assistantQ|berico technologies' deputy directorQ|joint special operations commandQ|jsocQ|bericoQ|special operationsQ|chamber of commerceQ|hunton & williamsQ|themis'Q|director of national intelligenceQ|team themisQ|& w. purposeQ|corporate information reconnaissance cell	chamber
emptywheel	2011-02-16T00:00:00	gail j. knightQ|mark a. janssonQ|martin f. gutierrezQ|dennis hollingsworthQ|strauss	california	california supreme courtQ|rules of courtQ|strauss v. hortonQ|propQ|perry v. schwarzeneggerQ|court of appealsQ|ninth circuitQ|california rules of courtQ|propositionQ|supreme courtQ|circuit court of appeals	circuit
emptywheel	2011-02-16T00:00:00	latifQ|saddam husseinQ|bassil latifQ|colin powellQ|george tenetQ|ahmed alwanQ|saddam	dubaiQ|baghdadQ|iraqQ|britain	military industries commissionQ|hissypitQ|feruaryQ|bndQ|unQ|curveballQ|wmd	britishQ|gulfQ|germanQ|guardian
emptywheel	2011-02-14T00:00:00	andrew breitbartQ|larry oconnorQ|shirley sherrodQ|john doeQ|breitbart	georgia	obama administrationQ|columbia superior courtQ|dc superior courtQ|cpacQ|us department of agricultureQ|dc districtQ|defendantsQ|conservative political action conference	continue
emptywheel	2011-02-14T00:00:00	barrQ|nijmeijerQ|mike malloyQ|jose ignacioQ|brad friedmanQ|luis albertoQ|aaron barr	miami	hbgaryQ|chamber of commerceQ|counterterrorism section of dojQ|tanja anamary nijmeijerQ|farcQ|wikileaksQ|dniQ|bank of america	north americanQ|dutchQ|colombian
emptywheel	2011-02-14T00:00:00	tim shorrockQ|omar suleimanQ|mubarakQ|hosni mubarak	zurichQ|cairoQ|egypt	sigintQ|cnn	israeliQ|western
emptywheel	2011-02-14T00:00:00	helgersonQ|john helgersonQ|priestQ|vaughn indicesQ|omar suleimanQ|habibQ|khaled el-masriQ|suleimanQ|muhammad saad iqbal madniQ|mamdouh habibQ|dana priest	pakistanQ|canadaQ|afghanistanQ|indonesiaQ|jordanQ|guantanamo bayQ|egypt	apQ|ciaQ|cia inspector general'sQ|mohamedou oulad slahi	qaedaQ|australianQ|mauritanian
emptywheel	2011-02-12T00:00:00	huntonQ|bericoQ|williamsQ|brad friedman	hbgaryQ|palantir	chamber'sQ|chamber of commerceQ|hunton & williamsQ|chamber	u.s. chamber
emptywheel	2011-02-10T00:00:00	barrQ|huntonQ|daniel domscheit-bergQ|timothy valentineQ|team themisQ|lance pageQ|changeQ|winQ|glenn greenwaldQ|aaron barrQ|hbgary federal	seiuQ|uschamberwatch	berico technologiesQ|hbgaryQ|chamber'sQ|h & wQ|chamber of commerceQ|williamsQ|tyson's cornerQ|wikileaksQ|bank of america' palantirQ|cdQ|us chamber	chambersQ|chamber
emptywheel	2011-02-09T00:00:00	huntonQ|david houseQ|federalQ|williamsQ|glennQ|hbgary federal	swedenQ|europeQ|france	tech heraldQ|berico technologiesQ|wlQ|wikileaksQ|wikileaks' european-basedQ|bank of americaQ| palantir	bericoQ|aftenpostenQ|state
emptywheel	2011-02-09T00:00:00	manningQ|boaQ|bradley manningQ|julian assangeQ|greenwaldQ|glennQ|glenn greenwaldQ|gary federal	quanticoQ|virginiaQ|new yorkQ|amazon	fbiQ|anonymousQ|wikileaks threatQ|wikileaksQ|bank of americaQ|hbgary federal	marine
emptywheel	2011-02-09T00:00:00	dick cheneyQ|gordonQ|omar suleimanQ|jennifer matthewsQ|ronQ|gul rahmanQ|albertQ|though obamaQ|mattQ|steveQ|paulQ|khaled el-masriQ|john brennanQ|rahim al-nashiriQ|francesQ|manadel al-jamadiQ|gerry meyerQ|humam khalil	khostQ|afghanistanQ|near east divisionQ|baghdadQ|salt pitQ|iraqQ|egyptQ|elizabethQ|poland	counterterrorism centerQ|pakistan-afghanistan departmentQ|cia's' global jihadQ|apQ|ciaQ|associated pressQ|cia station chiefQ|station chief	agency'sQ|central european division
emptywheel	2011-02-08T00:00:00	rummyQ|saddam husseinQ|stephen camboneQ|julian assangeQ|donald rumsfeldQ|john brennanQ|rumsfeldQ|george tenetQ|general myersQ|spencerQ|brennanQ|marc ambinderQ|wayne downing	cairoQ|tikritQ|afghanistanQ|baghdadQ|iraq	cjcsQ|nunn-cohen amendmentQ|terrorist threat integration centerQ|jsocQ|joint chiefs of staffQ|ciaQ|joint staff's	wmd
emptywheel	2011-02-07T00:00:00	abbasQ|mahmoud abbasQ|david roseQ|elliot abramsQ|king abdullahQ|condoleezza riceQ|abdullahQ|dahlanQ|condiQ|mohammad dahlanQ|arafat	pentagonQ|gazaQ|israel	legislative councilQ|state departmentQ|fatahQ|department of defenseQ|condi riceQ|palestinian authorityQ|wikileaksQ|hamas	palestinianQ|palestiniansQ|saudiQ|administration
emptywheel	2011-02-07T00:00:00	diego riveraQ|christina aguileraQ|jerry jonesQ| superbowlQ|joe louis	green bayQ|trash talkQ|detroit	chrysler	canadian-italian
emptywheel	2011-02-07T00:00:00	hillary clintonQ|omar suleimanQ|fiskQ|wisnerQ|frank wisnerQ|robert fiskQ|mark knoller	europeQ|stateQ|germanyQ|egypt	us state departmentQ|patton boggsQ|egyptian economic development agencyQ|us foreign military sales actQ|state department spokesperson pj crowleyQ|us-egyptian chamber of commerce	mubarak
emptywheel	2011-02-06T00:00:00	bart starrQ|vince lombardiQ|rashard mendenhallQ|cheeseheadQ|travis williamsQ|maurkice pounceyQ|stevie ray vaughnQ|mason crosbyQ|james starks	cowboys stadiumQ|emptywheelQ|green bayQ|pittsburghQ|dallasQ|arizonaQ|texasQ|big benQ|reykjav�_k texas	trash talksQ|nflQ|green bay packer cheeseheadQ|texas floodQ|go cheesersQ|packQ|packers aj hawkQ|packersQ|cleveland brownsQ|bears and lionsQ|cardinals	super bowlQ|afc championshipQ|vikingsQ|steelersQ|pro bowl
emptywheel	2011-02-06T00:00:00	omar suleimanQ|suleimanQ|elbaradeiQ|hosni mubarakQ|mohamed elbaradeiQ|mohamed	egypt	armed forcesQ|pressQ|nbcQ|un	nobel peace
emptywheel	2011-02-05T00:00:00	dick cheneyQ|hillary clintonQ|omar suleimanQ|robert gibbsQ|george bushQ|david cornQ|gibbsQ|corn	munichQ|iraqQ|egypt	whQ|fox news'Q|fox	german
emptywheel	2011-02-04T00:00:00	goe	arabicQ|facebookQ|tunisiaQ|egypt	national democratic partyQ|baradei facebookQ|mubarak'sQ|ndpQ|isolated incidentQ|stateQ|difiQ|mohamedQ|wikileaks stateQ|key points	middle easternQ|embassyQ|englishQ|egyptians
emptywheel	2011-02-04T00:00:00	stephanie osullivanQ|omar suleimanQ|mohamed bouaziziQ|tommy vietorQ|feinsteinQ|pillarQ|paul pillarQ|spencer	mideastQ|tunisiaQ|webQ|egyptQ|middle east	nscQ|state departmentQ|senate intelligence committeeQ|office of director of national intelligenceQ|senatorsQ|ciaQ|no.	tunisianQ|islamicQ|mubarakQ|administration
emptywheel	2011-02-04T00:00:00	philip zelikowQ|mohamed al-dahham al-mansooriQ|embassyQ|mohamed ali mohamedQ|mansooriQ|mohamed	californiaQ|abu dhabiQ|qatarQ|national counterterrorism center	fbi	qataris
emptywheel	2011-02-03T00:00:00	george washingtonQ|predictable patternQ|james restonQ|gersteinQ|albert henry smythQ|were wrongQ|kimQ|james rosenQ|neil sheehanQ|lowellQ|stephen kimQ|seymour m. hershQ|abbe lowellQ|benjamin franklinQ|david e. rosenbaumQ|todd estesQ|valerie plameQ|thomas hutchinsonQ|david cornQ|josh gersteinQ|james commonsQ|paul thompson	foxQ|north koreaQ|abu ghraibQ|vietnam	pentagon study traces decades of growing u.s. involvementQ| pentagon papersQ|bush administrationQ|n.y. timesQ|department of defenseQ|the nationQ|fox newsQ|boston gazetteQ|jay treatyQ|ciaQ|espionage actQ|new york timesQ|executive branchQ|fbiQ|virginia magazine of history and biographyQ|state departmentQ|new yorkerQ|leakQ|aipacQ|jay's treatyQ|torture	state
emptywheel	2011-02-02T00:00:00	tommy vietorQ|robert gibbs	pragueQ|egypt	nscQ|white house press corpsQ|start treatyQ|startQ|white house correspondents associationQ|tv	afghanQ|mubarakQ|administration
emptywheel	2011-02-02T00:00:00	pete hoekstraQ|aviv kochaviQ|hosni mubarakQ|joe biden	mubarakQ|israelQ|egyptQ|middle east	goeQ|military intelligence directorateQ|mubarak'sQ|obama's national security councilQ|president mubarakQ|us central intelligence agencyQ|us vice	knesset
emptywheel	2011-02-01T00:00:00	bennie thompsonQ|peter kingQ|thompsonQ|martin luther king dayQ|king	spokane	house homeland security committeeQ|committeeQ|iraQ|republicans chairsQ|department of homeland security's start center	islamic
emptywheel	2011-02-01T00:00:00	porter gossQ|robert grenierQ|grenierQ|omar suleimanQ|jose rodriguezQ|vice presidentQ|hosni mubarak	pakistanQ|palestineQ|algeriaQ|iraqQ|middle east	cia's counterterrorism centerQ|ciaQ|ctc	plameQ|libby
